NDF-RT Code	NDF-RT Name
N0000170753	RNA, Transfer, Ile
N0000170752	RNA, Transfer, Leu
N0000170748	RNA, Transfer, Lys
N0000170750	RNA, Transfer, Met
N0000170739	RNA, Transfer, Phe
N0000170740	RNA, Transfer, Pro
N0000170738	RNA, Transfer, Ser
N0000170736	RNA, Transfer, Thr
N0000170744	RNA, Transfer, Trp
N0000170743	RNA, Transfer, Tyr
N0000170749	RNA, Transfer, Val
N0000170704	RNA, Untranslated
N0000170701	RNA, Viral
N0000169622	RNA-Binding Protein EWS
N0000169616	RNA-Binding Protein FUS
N0000169599	RNA-Binding Proteins
N0000169518	RNA-Directed DNA Polymerase
N0000169606	RNA-Induced Silencing Complex
N0000166589	Robenidine
N0000178598	Rod Opsins
N0000006529	rofecoxib
N0000167152	Rolipram
N0000167345	Rolitetracycline
N0000167076	Ronidazole
N0000171511	Root Canal Filling Materials
N0000171567	Root Canal Irrigants
N0000005694	ropinirole
N0000006648	ropivacaine
N0000011181	Rosaniline Dyes
N0000006977	Rose Bengal
N0000179449	Rose Bengal Sodium I 131
N0000171584	rosemary oil
N0000005439	rosiglitazone
N0000006279	rosin
N0000191941	Rosuvastatin Calcium
N0000170893	Rotavirus Vaccines
N0000166853	Rotaxanes
N0000167293	Rotenone
N0000166774	Roxarsone
N0000179233	roxatidine acetate
N0000168422	Roxithromycin
N0000171587	royal jelly
N0000171529	Rubber
N0000170894	Rubella Vaccine
N0000005885	Rubidium
N0000166103	Rubidium Radioisotopes
N0000179776	ruboxistaurin
N0000169650	Rubredoxins
N0000179367	rufinamide
N0000168433	Rutamycin
N0000166261	Ruthenium
N0000166289	Ruthenium Compounds
N0000166104	Ruthenium Radioisotopes
N0000166290	Ruthenium Red
N0000005953	Rutin
N0000166904	Ryanodine
N0000169746	Ryanodine Receptor Calcium Release Channel
N0000170649	S-Adenosylhomocysteine
N0000010543	S-Adenosylmethionine
N0000170274	S-Nitroso-N-Acetylpenicillamine
N0000170316	S-Nitrosoglutathione
N0000166744	S-Nitrosothiols
N0000169596	S-Phase Kinase-Associated Proteins
N0000189469	S100 Calcium Binding Protein beta Subunit
N0000189413	S100 Calcium Binding Protein G
N0000193075	S100 Calcium-Binding Protein A4
N0000169591	S100 Proteins
N0000191994	S100A12 Protein
N0000005967	Saccharin
N0000179450	Saccharin Calcium
N0000179740	Saccharin Sodium
N0000169107	Saccharomyces cerevisiae Proteins
N0000167891	Saccharopine Dehydrogenases
N0000179660	Sacrosidase
N0000006011	Safflower Oil
N0000167114	Safrole
N0000170907	SAIDS Vaccines
N0000005748	salicylamide
N0000007577	Salicylamides
N0000007578	Salicylanilides
N0000006035	Salicylates
N0000006693	Salicylic Acid
N0000179234	salicylsalicylic acid
N0000171568	Saliva, Artificial
N0000178830	Salivary alpha-Amylases
N0000178834	Salivary Cystatins
N0000178829	Salivary Proline-Rich Proteins
N0000178876	Salivary Proteins and Peptides
N0000191914	Salmeterol Xinafoate
N0000169212	Salmine
N0000179235	salmon calcitonin
N0000011276	Salmonella Vaccines
N0000166981	Salsoline Alkaloids
N0000166153	Salts
N0000166233	Samarium
N0000166353	Santonin
N0000167410	Sapogenins
N0000168474	Saponins
N0000168395	Saposins
N0000007376	Saquinavir
N0000179465	Saquinavir Monomethanesulfonate
N0000171049	Saralasin
N0000169218	Sarcoglycans
N0000175145	Sarcoplasmic Reticulum Calcium-Transporting ATPases
N0000170214	Sarcosine
N0000167884	Sarcosine Dehydrogenase
N0000169064	Sarcosine Oxidase
N0000006328	sargramostim
N0000166417	Sarin
N0000179700	saw palmetto extract
N0000171400	Saxitoxin
N0000166225	Scandium
N0000006100	Scarlet Red
N0000168790	Scavenger Receptors, Class A
N0000168788	Scavenger Receptors, Class B
N0000168792	Scavenger Receptors, Class C
N0000168791	Scavenger Receptors, Class D
N0000168787	Scavenger Receptors, Class E
N0000168789	Scavenger Receptors, Class F
N0000166412	Schiff Bases
N0000169108	Schizosaccharomyces pombe Proteins
N0000007765	Scleroproteins
N0000007907	Scopolamine Derivatives
N0000178971	Scopolamine Hydrobromide
N0000167013	Scopoletin
N0000171460	Scorpion Venoms
N0000179789	Scutellaria baicalensis extract
N0000193166	SEC Translocation Channels
N0000006092	secbutabarbital
N0000006075	Secobarbital
N0000179475	Secobarbital Sodium
N0000011187	Secologanin Tryptamine Alkaloids
N0000007915	Secosteroids
N0000189497	Secretagogins
N0000006078	Secretin
N0000183535	Secretoglobins
N0000175208	Secretogranin II
N0000169373	Secretory Component
N0000175331	Secretory Leukocyte Peptidase Inhibitor
N0000189437	Securin
N0000178832	Seed Storage Proteins
N0000171078	Selectins
N0000006101	Selegiline
N0000179603	Selegiline Hydrochloride, (R)-Isomer
N0000189404	Selenic Acid
N0000006282	Selenious Acid
N0000006104	Selenium
N0000007943	Selenium Compounds
N0000179237	selenium disulfide
N0000189488	Selenium Oxides
N0000166098	Selenium Radioisotopes
N0000169214	Selenium-Binding Proteins
N0000170264	Selenocysteine
N0000006108	Selenomethionine
N0000178970	Selenomethionine Se 75
N0000169125	Selenoprotein P
N0000169124	Selenoprotein W
N0000169123	Selenoproteins
N0000169122	Semaphorin-3A
N0000169121	Semaphorins
N0000166845	Semicarbazides
N0000166847	Semicarbazones
N0000170133	Seminal Plasma Proteins
N0000170135	Seminal Vesicle Secretory Proteins
N0000166754	Semustine
N0000005452	Senna Extract
N0000179238	sennoside A&B
N0000169146	Sensory Rhodopsins
N0000189432	Separase
N0000168508	Sepharose
N0000182091	Septins
N0000193090	Sequestosome-1 Protein
N0000169427	Sericins
N0000006259	Serine
N0000168133	Serine C-Palmitoyltransferase
N0000007945	Serine Endopeptidases
N0000168147	Serine O-Acetyltransferase
N0000180271	Serine Proteases
N0000191961	Serine-Arginine Splicing Factors
N0000167788	Serine-tRNA Ligase
N0000167580	Serine-Type D-Ala-D-Ala Carboxypeptidase
N0000005453	Sermorelin
N0000179347	Sermorelin Acetate
N0000171062	Serotonin
N0000169731	Serotonin Plasma Membrane Transport Proteins
N0000182081	Serpin E2
N0000007811	Serpins
N0000193133	Serrate-Jagged Proteins
N0000010552	sertaconazole
N0000179296	sertindole
N0000005919	Sertraline
N0000179561	Sertraline Hydrochloride
N0000169504	Serum Albumin
N0000169507	Serum Albumin, Bovine
N0000169506	Serum Albumin, Radio-Iodinated
N0000169268	Serum Amyloid A Protein
N0000169267	Serum Amyloid P-Component
N0000008244	Serum Globulins
N0000169937	Serum Response Factor
N0000006968	Sesame Oil
N0000008045	Sesquiterpenes
N0000166349	Sesquiterpenes, Eudesmane
N0000166352	Sesquiterpenes, Germacrane
N0000166350	Sesquiterpenes, Guaiane
N0000178604	Sesterterpenes
N0000007344	Sevelamer
N0000006205	sevoflurane
N0000171255	Sex Attractants
N0000169571	Sex Hormone-Binding Globulin
N0000169913	Sex-Determining Region Y Protein
N0000178746	SH2 Domain-Containing Protein Tyrosine Phosphatases
N0000169784	Shab Potassium Channels
N0000169780	Shaker Superfamily of Potassium Channels
N0000169785	Shal Potassium Channels
N0000179389	shark cartilage extract
N0000169782	Shaw Potassium Channels
N0000178871	Shc Signaling Adaptor Proteins
N0000179239	shellac
N0000185020	Shellfish Proteins
N0000171392	Shiga Toxin
N0000171391	Shiga Toxin 1
N0000171393	Shiga Toxin 2
N0000171390	Shiga Toxins
N0000170885	Shigella Vaccines
N0000166685	Shikimic Acid
N0000170653	Showdomycin
N0000185639	Sialic Acid Binding Ig-like Lectin 1
N0000171263	Sialic Acid Binding Ig-like Lectin 2
N0000185633	Sialic Acid Binding Ig-like Lectin 3
N0000185725	Sialic Acid Binding Immunoglobulin-like Lectins
N0000008088	Sialic Acids
N0000011445	Sialoglycoproteins
N0000169175	Sialomucins
N0000168370	Sialyltransferases
N0000005769	sibutramine
N0000169899	Sigma Factor
N0000169628	Signal Recognition Particle
N0000193091	Signaling Lymphocytic Activation Molecule Associated Protein
N0000193150	Signaling Lymphocytic Activation Molecule Family
N0000192981	Signaling Lymphocytic Activation Molecule Family Member 1
N0000166554	Silanes
N0000191931	Sildenafil Citrate
N0000169210	Silent Information Regulator Proteins, Saccharomyces cerevisiae
N0000182101	Silica Gel
N0000171502	Silicate Cement
N0000007392	Silicates
N0000007598	Silicic Acid
N0000166172	Silicon
N0000007828	Silicon Compounds
N0000006148	Silicon Dioxide
N0000171526	Silicone Elastomers
N0000171525	Silicone Gels
N0000006167	Silicone Oils
N0000006168	Silicones
N0000006238	Silk
N0000179240	Silochrome
N0000185683	Silorane Resins
N0000007600	Siloxanes
N0000171614	SilvaSorb
N0000010175	Silver
N0000007942	Silver Compounds
N0000006190	Silver Nitrate
N0000007603	Silver Proteins
N0000006194	Silver Sulfadiazine
N0000167027	Silymarin
N0000167164	Simazine
N0000191970	Simeprevir
N0000006206	Simethicone
N0000005842	Simvastatin
N0000180224	Sin3 Histone Deacetylase and Corepressor Complex
N0000006212	Sincalide
N0000180236	Single-Chain Antibodies
N0000185681	Single-Domain Antibodies
N0000178826	Single-Strand Specific DNA and RNA Endonucleases
N0000166151	Singlet Oxygen
N0000006605	Sirolimus
N0000180278	Sirtuin 1
N0000180279	Sirtuin 2
N0000180280	Sirtuin 3
N0000168355	Sirtuins
N0000007607	Sisomicin
N0000179787	Sitagliptin
N0000191958	Sitagliptin Phosphate
N0000192004	Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination
N0000168190	Site-Specific DNA-Methyltransferase (Adenine-Specific)
N0000180230	Site-Specific DNA-Methyltransferase (Cytosine-N(4)-Specific)
N0000167441	Sitosterols
N0000168530	Sizofiran
N0000166973	Skatole
N0000169443	Skeletal Muscle Myosins
N0000167761	SKP Cullin F-Box Protein Ligases
N0000189487	SLC4A Proteins
N0000170458	Smad Proteins
N0000170466	Smad Proteins, Inhibitory
N0000170460	Smad Proteins, Receptor-Regulated
N0000170462	Smad1 Protein
N0000170461	Smad2 Protein
N0000170465	Smad3 Protein
N0000170459	Smad4 Protein
N0000170464	Smad5 Protein
N0000170467	Smad6 Protein
N0000170468	Smad7 Protein
N0000170463	Smad8 Protein
N0000193013	Small Leucine-Rich Proteoglycans
N0000168686	Small Ubiquitin-Related Modifier Proteins
N0000169792	Small-Conductance Calcium-Activated Potassium Channels
N0000010563	Smallpox Vaccine
N0000193089	SMARCB1 Protein
N0000178850	SMN Complex Proteins
N0000169444	Smooth Muscle Myosins
N0000193134	Smoothened Receptor
N0000193009	Snail Family Transcription Factors
N0000171444	Snake Venoms
N0000168712	SNARE Proteins
N0000178848	snRNP Core Proteins
N0000007201	Sodium
N0000006527	Sodium Acetate
N0000179732	Sodium Ascorbate
N0000166185	Sodium Azide
N0000006712	Sodium Benzoate
N0000005741	Sodium Bicarbonate
N0000179241	sodium bisulfite
N0000006640	sodium borate
N0000179242	sodium carbonate
N0000178974	Sodium Caseinate
N0000178975	Sodium Cephalothin
N0000169752	Sodium Channels
N0000007207	Sodium Chloride
N0000169685	Sodium Chloride Symporters
N0000166183	Sodium Chloride, Dietary
N0000167454	Sodium Cholate
N0000006379	sodium citrate
N0000007844	Sodium Compounds
N0000166184	Sodium Cyanide
N0000178915	Sodium Diatrizoate
N0000007211	Sodium Dodecyl Sulfate
N0000007218	Sodium Fluoride
N0000170280	Sodium Glutamate
N0000178978	Sodium Heparin
N0000179315	Sodium Hyaluronate
N0000007231	Sodium Hydroxide
N0000007235	Sodium Hypochlorite
N0000007240	Sodium Iodide
N0000178979	Sodium Iothalamate
N0000166131	Sodium Isotopes
N0000006559	Sodium Lactate
N0000179702	sodium laureth sulfate
N0000179243	sodium metabisulfite
N0000179244	sodium molybdate(VI)
N0000007244	Sodium Morrhuate
N0000006002	sodium nitrate
N0000007245	Sodium Nitrite
N0000178982	Sodium Nitroprusside
N0000010176	Sodium Oxybate
N0000007286	sodium perborate
N0000007148	Sodium Pertechnetate Tc 99m
N0000007180	sodium phosphate
N0000179342	sodium propionate
N0000179245	sodium pyrophosphate
N0000166132	Sodium Radioisotopes
N0000007252	Sodium Salicylate
N0000179246	Sodium Selenate
N0000006253	Sodium Selenite
N0000006216	sodium silicate
N0000179343	sodium starch glycolate
N0000179784	sodium stearyl fumarate
N0000179247	sodium sulfate
N0000179248	sodium sulfite
N0000007258	Sodium Tetradecyl Sulfate
N0000007200	sodium thiosulfate
N0000179746	Sodium Tyropanoate
N0000166182	Sodium, Dietary
N0000169683	Sodium-Bicarbonate Symporters
N0000169721	Sodium-Calcium Exchanger
N0000183525	Sodium-Coupled Vitamin C Transporters
N0000169680	Sodium-Glucose Transport Proteins
N0000169681	Sodium-Glucose Transporter 1
N0000169682	Sodium-Glucose Transporter 2
N0000169722	Sodium-Hydrogen Antiporter
N0000169713	Sodium-Phosphate Cotransporter Proteins
N0000169715	Sodium-Phosphate Cotransporter Proteins, Type I
N0000169716	Sodium-Phosphate Cotransporter Proteins, Type II
N0000169719	Sodium-Phosphate Cotransporter Proteins, Type IIa
N0000169718	Sodium-Phosphate Cotransporter Proteins, Type IIb
N0000169717	Sodium-Phosphate Cotransporter Proteins, Type IIc
N0000169714	Sodium-Phosphate Cotransporter Proteins, Type III
N0000169684	Sodium-Potassium-Chloride Symporters
N0000169688	Sodium-Potassium-Exchanging ATPase
N0000191981	Sofosbuvir
N0000007798	Solanaceous Alkaloids
N0000168476	Solanine
N0000191951	Solifenacin Succinate
N0000193001	Soluble Guanylyl Cyclase
N0000168698	Soluble N-Ethylmaleimide-Sensitive Factor Attachment Proteins
N0000189471	Solute Carrier Family 12, Member 1
N0000189422	Solute Carrier Family 12, Member 2
N0000189443	Solute Carrier Family 12, Member 3
N0000189470	Solute Carrier Family 12, Member 4
N0000169707	Solute Carrier Organic Anion Transporter Family Member 1b1
N0000193158	Solute Carrier Proteins
N0000166425	Soman
N0000170998	Somatomedins
N0000007997	Somatostatin
N0000175135	Somatostatin-28
N0000006644	somatrem
N0000170515	Son of Sevenless Protein, Drosophila
N0000170514	Son of Sevenless Proteins
N0000175349	sorafenib
N0000006661	Sorbic Acid
N0000179249	sorbitan monolaurate
N0000179250	sorbitan monooleate
N0000179251	sorbitan monostearate
N0000006142	sorbitan sesquioleate
N0000179252	sorbitan trioleate
N0000179761	sorbitan tristearate
N0000006662	Sorbitol
N0000168498	Sorbose
N0000182095	Sorting Nexins
N0000170516	SOS1 Protein
N0000006665	Sotalol
N0000178939	Sotalol Hydrochloride
N0000178864	SOX Transcription Factors
N0000178642	SOX9 Transcription Factor
N0000178865	SOXB1 Transcription Factors
N0000178866	SOXB2 Transcription Factors
N0000178867	SOXC Transcription Factors
N0000178868	SOXD Transcription Factors
N0000178869	SOXE Transcription Factors
N0000178870	SOXF Transcription Factors
N0000006690	Soybean Oil
N0000011391	Soybean Proteins
N0000169941	Sp Transcription Factors
N0000169942	Sp1 Transcription Factor
N0000169945	Sp2 Transcription Factor
N0000169944	Sp3 Transcription Factor
N0000169943	Sp4 Transcription Factor
N0000005508	sparfloxacin
N0000167186	Sparsomycin
N0000166930	Sparteine
N0000006595	Spectinomycin
N0000179731	Spectinomycin Hydrochloride
N0000169468	Spectrin
N0000171580	spectro-jel
N0000178987	spermaceti
N0000166548	Spermidine
N0000168321	Spermidine Synthase
N0000166547	Spermine
N0000168317	Spermine Synthase
N0000168394	Sphingolipid Activator Proteins
N0000168599	Sphingolipids
N0000167614	Sphingomyelin Phosphodiesterase
N0000168638	Sphingomyelins
N0000166817	Sphingosine
N0000168125	Sphingosine N-Acyltransferase
N0000171462	Spider Venoms
N0000189475	Spike Glycoprotein, Coronavirus
N0000166624	Spin Labels
N0000167367	Spiperone
N0000168428	Spiramycin
N0000007532	Spiro Compounds
N0000005900	Spironolactone
N0000167409	Spirostans
N0000010545	spirulina
N0000192969	Splicing Factor U2AF
N0000171409	Sporidesmins
N0000179254	squalane
N0000007572	Squalene
N0000167872	Squalene Monooxygenase
N0000192993	Src Homology 2 Domain-Containing, Transforming Protein 1
N0000193016	Src Homology 2 Domain-Containing, Transforming Protein 2
N0000193015	Src Homology 2 Domain-Containing, Transforming Protein 3
N0000168238	src-Family Kinases
N0000171041	SRS-A
N0000178863	Stage-Specific Embryonic Antigens
N0000171558	Stainless Steel
N0000179255	stannous chloride
N0000006063	Stanozolol
N0000005514	staphage lysate
N0000171171	Staphylococcal Protein A
N0000170918	Staphylococcal Toxoid
N0000011296	Staphylococcal Vaccines
N0000006758	Starch
N0000168337	Starch Phosphorylase
N0000168346	Starch Synthase
N0000170446	STAT Transcription Factors
N0000170449	STAT1 Transcription Factor
N0000170450	STAT2 Transcription Factor
N0000170451	STAT3 Transcription Factor
N0000170448	STAT4 Transcription Factor
N0000170447	STAT5 Transcription Factor
N0000170452	STAT6 Transcription Factor
N0000169487	Stathmin
N0000167256	Staurosporine
N0000007129	Stavudine
N0000178582	Steam
N0000179388	stearamidoethyl diethylamine
N0000168564	Stearates
N0000178989	stearic acid
N0000007699	Stearic Acids
N0000167867	Stearoyl-CoA Desaturase
N0000007057	stearyl alcohol
N0000171557	Steel
N0000170933	Stem Cell Factor
N0000171428	Sterigmatocystin
N0000170037	Steroid 11-beta-Hydroxylase
N0000170036	Steroid 12-alpha-Hydroxylase
N0000170033	Steroid 16-alpha-Hydroxylase
N0000170031	Steroid 17-alpha-Hydroxylase
N0000170039	Steroid 21-Hydroxylase
N0000170030	Steroid Hydroxylases
N0000168092	Steroid Isomerases
N0000178621	Steroidogenic Factor 1
N0000007720	Steroids
N0000167412	Steroids, Brominated
N0000007723	Steroids, Chlorinated
N0000007725	Steroids, Fluorinated
N0000008179	Steroids, Heterocyclic
N0000182048	Sterol 14-Demethylase
N0000167624	Sterol Esterase
N0000168149	Sterol O-Acyltransferase
N0000169989	Sterol Regulatory Element Binding Protein 1
N0000169988	Sterol Regulatory Element Binding Protein 2
N0000169987	Sterol Regulatory Element Binding Proteins
N0000007730	Sterols
N0000167606	Steryl-Sulfatase
N0000167440	Stigmasterol
N0000166581	Stilbamidines
N0000007736	Stilbenes
N0000185710	Stratospheric Ozone
N0000169044	Streptavidin
N0000170886	Streptococcal Vaccines
N0000169265	Streptodornase and Streptokinase
N0000170359	Streptogramin A
N0000170355	Streptogramin B
N0000170358	Streptogramin Group A
N0000170354	Streptogramin Group B
N0000011418	Streptogramins
N0000005882	Streptokinase
N0000171403	Streptolysins
N0000005890	Streptomycin
N0000178990	Streptomycin Sulfate
N0000167323	Streptonigrin
N0000168468	Streptothricins
N0000167391	Streptovaricin
N0000005914	Streptozocin
N0000193099	Stromal Interaction Molecule 1
N0000193076	Stromal Interaction Molecule 2
N0000193172	Stromal Interaction Molecules
N0000007902	Strontium
N0000166127	Strontium Isotopes
N0000166128	Strontium Radioisotopes
N0000167445	Strophanthidin
N0000168452	Strophanthins
N0000192949	Struvite
N0000005984	Strychnine
